39.286663,-76.557148,720
39.286663,-76.557148,5
39.28671,-76.556925,10
39.286006,-76.556858,10
39.286033,-76.556129,10
39.285974,-76.556053,90
39.285974,-76.556053,10
39.285991,-76.557247,15
39.286694,-76.557278,5
39.286663,-76.557148,565
39.286663,-76.557148,720
39.286663,-76.557148,10
39.286694,-76.557278,25
39.285974,-76.556053,90
39.285974,-76.556053,10
39.285991,-76.557247,15
39.286694,-76.557278,5
39.286663,-76.557148,565
39.286663,-76.557148,720
39.286663,-76.557148,5
39.28671,-76.556925,8
39.286006,-76.556858,12
39.286033,-76.556129,10
39.285974,-76.556053,90
39.285974,-76.556053,10
39.285991,-76.557247,15
39.286694,-76.557278,5
39.286663,-76.557148,565
39.286663,-76.557148,720
39.286663,-76.557148,5
39.28671,-76.556925,10
39.286006,-76.556858,10
39.286033,-76.556129,10
39.285974,-76.556053,90
39.285974,-76.556053,10
39.285991,-76.557247,15
39.286694,-76.557278,5
39.286663,-76.557148,565
39.286663,-76.557148,720
39.286663,-76.557148,5
39.28671,-76.556925,10
39.286006,-76.556858,10
39.286033,-76.556129,10
39.285974,-76.556053,90
39.285974,-76.556053,10
39.285991,-76.557247,15
39.286694,-76.557278,5
39.286663,-76.557148,565
39.286663,-76.557148,720
39.286663,-76.557148,10
39.286694,-76.557278,25
39.285974,-76.556053,90
39.285974,-76.556053,10
39.285991,-76.557247,15
39.286694,-76.557278,5
39.286663,-76.557148,565
39.286663,-76.557148,720
39.286663,-76.557148,5
39.28671,-76.556925,10
39.286006,-76.556858,10
39.286033,-76.556129,10
39.285974,-76.556053,90
39.285974,-76.556053,10
39.285991,-76.557247,15
39.286694,-76.557278,5
39.286663,-76.557148,565
