39.67549260333333, -75.75172397333333, '20:34:34'
39.67549420666666, -75.75172394666666, '20:34:35'
39.675495809999994, -75.75172391999999, '20:34:36'
39.675497413333325, -75.75172389333332, '20:34:37'
39.675499016666656, -75.75172386666665, '20:34:38'
39.67550061999999, -75.75172383999998, '20:34:39'
39.67550222333332, -75.75172381333331, '20:34:40'
39.67550382666665, -75.75172378666664, '20:34:41'
39.67550542999998, -75.75172375999998, '20:34:42'
39.67550703333331, -75.75172373333331, '20:34:43'
39.67550863666664, -75.75172370666664, '20:34:44'
39.67551023999997, -75.75172367999997, '20:34:45'
39.675511843333304, -75.7517236533333, '20:34:46'
39.675513446666635, -75.75172362666663, '20:34:47'
39.675515049999966, -75.75172359999996, '20:34:48'
39.6755166533333, -75.7517235733333, '20:34:49'
39.67551825666663, -75.75172354666662, '20:34:50'
39.67551985999996, -75.75172351999996, '20:34:51'
39.67552146333329, -75.75172349333329, '20:34:52'
39.67552306666662, -75.75172346666662, '20:34:53'
39.67552466999995, -75.75172343999995, '20:34:54'
39.67552627333328, -75.75172341333328, '20:34:55'
39.675527876666614, -75.75172338666661, '20:34:56'
39.675529479999945, -75.75172335999994, '20:34:57'
39.675531083333276, -75.75172333333327, '20:34:58'
39.67553268666661, -75.7517233066666, '20:34:59'
39.67553428999994, -75.75172327999994, '20:35:00'
39.67553589333327, -75.75172325333327, '20:35:01'
39.6755374966666, -75.7517232266666, '20:35:02'
39.67553909999993, -75.75172319999993, '20:35:03'
39.67554070333326, -75.75172317333326, '20:35:04'
39.67554230666659, -75.75172314666659, '20:35:05'
39.675543909999924, -75.75172311999992, '20:35:06'
39.675545513333255, -75.75172309333325, '20:35:07'
39.675547116666586, -75.75172306666659, '20:35:08'
39.67554871999992, -75.75172303999992, '20:35:09'
39.67555032333325, -75.75172301333325, '20:35:10'
39.67555192666658, -75.75172298666658, '20:35:11'
39.67555352999991, -75.75172295999991, '20:35:12'
39.67555513333324, -75.75172293333324, '20:35:13'
39.67555673666657, -75.75172290666657, '20:35:14'
39.6755583399999, -75.7517228799999, '20:35:15'
39.67555994333323, -75.75172285333323, '20:35:16'
