39.68284224666667, -75.75349843166667, '13:34:04'
39.682821493333336, -75.75349786333334, '13:34:05'
39.682800740000005, -75.753497295, '13:34:06'
39.682779986666674, -75.75349672666667, '13:34:07'
39.68275923333334, -75.75349615833333, '13:34:08'
39.68273848000001, -75.75349559, '13:34:09'
39.68271772666668, -75.75349502166667, '13:34:10'
39.68269697333335, -75.75349445333333, '13:34:11'
39.68267622000002, -75.753493885, '13:34:12'
39.68265546666669, -75.75349331666666, '13:34:13'
39.68263471333336, -75.75349274833333, '13:34:14'
39.682613960000026, -75.75349218, '13:34:15'
39.682593206666695, -75.75349161166666, '13:34:16'
39.682572453333364, -75.75349104333333, '13:34:17'
39.68255170000003, -75.75349047499999, '13:34:18'
39.6825309466667, -75.75348990666666, '13:34:19'
39.68251019333337, -75.75348933833332, '13:34:20'
39.68248944000004, -75.75348876999999, '13:34:21'
39.68246868666671, -75.75348820166666, '13:34:22'
39.68244793333338, -75.75348763333332, '13:34:23'
39.68242718000005, -75.75348706499999, '13:34:24'
39.68240642666672, -75.75348649666665, '13:34:25'
39.682385673333386, -75.75348592833332, '13:34:26'
39.682364920000055, -75.75348535999998, '13:34:27'
39.682344166666724, -75.75348479166665, '13:34:28'
39.68232341333339, -75.75348422333332, '13:34:29'
39.68230266000006, -75.75348365499998, '13:34:30'
39.68228190666673, -75.75348308666665, '13:34:31'
39.6822611533334, -75.75348251833331, '13:34:32'
39.68224040000007, -75.75348194999998, '13:34:33'
39.68221964666674, -75.75348138166665, '13:34:34'
39.68219889333341, -75.75348081333331, '13:34:35'
39.682178140000076, -75.75348024499998, '13:34:36'
39.682157386666745, -75.75347967666664, '13:34:37'
39.682136633333414, -75.75347910833331, '13:34:38'
39.68211588000008, -75.75347853999997, '13:34:39'
39.68209512666675, -75.75347797166664, '13:34:40'
39.68207437333342, -75.7534774033333, '13:34:41'
39.68205362000009, -75.75347683499997, '13:34:42'
39.68203286666676, -75.75347626666664, '13:34:43'
39.68201211333343, -75.7534756983333, '13:34:44'
39.6819913600001, -75.75347512999997, '13:34:45'
39.681970606666766, -75.75347456166664, '13:34:46'
39.681949853333435, -75.7534739933333, '13:34:47'
39.681929100000104, -75.75347342499997, '13:34:48'
39.68190834666677, -75.75347285666663, '13:34:49'
39.68188759333344, -75.7534722883333, '13:34:50'
39.68186684000011, -75.75347171999996, '13:34:51'
39.68184608666678, -75.75347115166663, '13:34:52'
39.68182533333345, -75.7534705833333, '13:34:53'
39.68180458000012, -75.75347001499996, '13:34:54'
39.68178382666679, -75.75346944666663, '13:34:55'
39.68176307333346, -75.7534688783333, '13:34:56'
39.681742320000126, -75.75346830999996, '13:34:57'
39.681721566666795, -75.75346774166663, '13:34:58'
39.681700813333464, -75.75346717333329, '13:34:59'
39.68168006000013, -75.75346660499996, '13:35:00'
39.6816593066668, -75.75346603666662, '13:35:01'
39.68163855333347, -75.75346546833329, '13:35:02'
39.68161780000014, -75.75346489999995, '13:35:03'
39.68159704666681, -75.75346433166662, '13:35:04'
39.68157629333348, -75.75346376333329, '13:35:05'
39.68155554000015, -75.75346319499995, '13:35:06'
39.681534786666816, -75.75346262666662, '13:35:07'
39.681514033333485, -75.75346205833328, '13:35:08'
39.681493280000154, -75.75346148999995, '13:35:09'
39.68147252666682, -75.75346092166662, '13:35:10'
39.68145177333349, -75.75346035333328, '13:35:11'
39.68143102000016, -75.75345978499995, '13:35:12'
39.68141026666683, -75.75345921666661, '13:35:13'
39.6813895133335, -75.75345864833328, '13:35:14'
39.68136876000017, -75.75345807999994, '13:35:15'
39.68134800666684, -75.75345751166661, '13:35:16'
39.68132725333351, -75.75345694333328, '13:35:17'
39.681306500000176, -75.75345637499994, '13:35:18'
39.681285746666845, -75.75345580666661, '13:35:19'
39.681264993333514, -75.75345523833327, '13:35:20'
39.68124424000018, -75.75345466999994, '13:35:21'
39.68122348666685, -75.7534541016666, '13:35:22'
39.68120273333352, -75.75345353333327, '13:35:23'
39.68118198000019, -75.75345296499994, '13:35:24'
39.68116122666686, -75.7534523966666, '13:35:25'
39.68114047333353, -75.75345182833327, '13:35:26'
39.6811197200002, -75.75345125999993, '13:35:27'
39.681098966666866, -75.7534506916666, '13:35:28'
39.681078213333535, -75.75345012333327, '13:35:29'
39.681057460000204, -75.75344955499993, '13:35:30'
39.68103670666687, -75.7534489866666, '13:35:31'
39.68101595333354, -75.75344841833326, '13:35:32'
39.68099520000021, -75.75344784999993, '13:35:33'
39.68097444666688, -75.7534472816666, '13:35:34'
39.68095369333355, -75.75344671333326, '13:35:35'
39.68093294000022, -75.75344614499993, '13:35:36'
39.68091218666689, -75.75344557666659, '13:35:37'
39.68089143333356, -75.75344500833326, '13:35:38'
39.680870680000226, -75.75344443999992, '13:35:39'
39.680849926666895, -75.75344387166659, '13:35:40'
39.680829173333564, -75.75344330333326, '13:35:41'
39.68080842000023, -75.75344273499992, '13:35:42'
39.6807876666669, -75.75344216666659, '13:35:43'
39.68076691333357, -75.75344159833325, '13:35:44'
39.68074616000024, -75.75344102999992, '13:35:45'
39.68072540666691, -75.75344046166659, '13:35:46'
39.68070465333358, -75.75343989333325, '13:35:47'
39.68068390000025, -75.75343932499992, '13:35:48'
39.680663146666916, -75.75343875666658, '13:35:49'
39.680642393333585, -75.75343818833325, '13:35:50'
39.680621640000254, -75.75343761999991, '13:35:51'
39.68060088666692, -75.75343705166658, '13:35:52'
39.68058013333359, -75.75343648333325, '13:35:53'
39.68055938000026, -75.75343591499991, '13:35:54'
39.68053862666693, -75.75343534666658, '13:35:55'
39.6805178733336, -75.75343477833324, '13:35:56'
39.68049712000027, -75.75343420999991, '13:35:57'
